,Name,Age,word,model,realization,rep_model,rep_realization
707,TD PL-II C14,P4Y7M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
708,TD PL-II C14,P4Y7M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
709,TD PL-II C14,P4Y7M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
710,TD PL-II C14,P4Y7M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
711,TD PL-II C14,P4Y7M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
712,TD PL-II C14,P4Y7M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
713,TD PL-II C14,P4Y7M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
714,TD PL-II C14,P4Y7M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
715,TD PL-II C14,P4Y7M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
716,TD PL-II C14,P4Y7M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈknœp͡fə,"[True, False]","[True, False]"
717,TD PL-II C14,P4Y7M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪʃ,[True],[True]
718,TD PL-II C14,P4Y7M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪlç,[True],[True]
719,TD PL-II C14,P4Y7M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
720,TD PL-II C14,P4Y7M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈʦaɪ,"[False, False, True]","[False, False, True]"
721,TD PL-II C14,P4Y7M0DT0H0M0S,Flasche,ˈflaʃə,ˈflaʃə,"[True, False]","[True, False]"
722,TD PL-II C14,P4Y7M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kʁokoˈdiːl,"[False, False, True]","[False, False, True]"
723,TD PL-II C14,P4Y7M0DT0H0M0S,grün,ˈɡʁyːn,ˈɡʁyːn,[True],[True]
724,TD PL-II C14,P4Y7M0DT0H0M0S,Elefant,eleˈfant,eleˈfant,"[False, False, True]","[False, False, True]"
725,TD PL-II C14,P4Y7M0DT0H0M0S,Blume,ˈbluːmə,ˈbluːmə,"[True, False]","[True, False]"
726,TD PL-II C14,P4Y7M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,ɡəˈʃpɛnst,"[False, True]","[False, True]"
727,TD PL-II C14,P4Y7M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxə,"[True, False]","[True, False]"
728,TD PL-II C14,P4Y7M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
729,TD PL-II C14,P4Y7M0DT0H0M0S,gelb,ˈɡɛlp,ˈɡɛlp,[True],[True]
730,TD PL-II C14,P4Y7M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
731,TD PL-II C14,P4Y7M0DT0H0M0S,Geburtstag,ɡəˈbʊɐʦtaːk,ɡəˈbʊɐʦtaːk,"[False, True, False]","[False, True, False]"
732,TD PL-II C14,P4Y7M0DT0H0M0S,Jacke,ˈjakə,ˈjakə,"[True, False]","[True, False]"
734,TD PL-II C14,P4Y7M0DT0H0M0S,Ring,ˈʁɪŋ,ˈʁɪŋ,[True],[True]
735,TD PL-II C14,P4Y7M0DT0H0M0S,Bild,ˈbɪlt,ˈbɪlt,[True],[True]
736,TD PL-II C14,P4Y7M0DT0H0M0S,Schmetterling,ˈʃmɛtɐlɪŋ,ˈʃmɛtɐlɪŋ,"[True, False, False]","[True, False, False]"
737,TD PL-II C14,P4Y7M0DT0H0M0S,Bank,ˈbaŋk,ˈbaŋk,[True],[True]
738,TD PL-II C14,P4Y7M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈtʁampoliːn,"[True, False, False]","[True, False, False]"
739,TD PL-II C14,P4Y7M0DT0H0M0S,Roller,ˈʁɔlɐ,ˈʁɔlɐ,"[True, False]","[True, False]"
740,TD PL-II C14,P4Y7M0DT0H0M0S,Buch,ˈbuːx,ˈbuːx,[True],[True]
741,TD PL-II C14,P4Y7M0DT0H0M0S,Spritze,ˈʃpʁɪʦə,ˈʃpʁɪʦə,"[True, False]","[True, False]"
742,TD PL-II C14,P4Y7M0DT0H0M0S,Jäger,ˈjɛːɡɐ,ˈjɛːɡɐ,"[True, False]","[True, False]"
743,TD PL-II C14,P4Y7M0DT0H0M0S,Schiff,ˈʃɪf,ˈʃɪf,[True],[True]
744,TD PL-II C14,P4Y7M0DT0H0M0S,König,ˈkøːnɪç,ˈkøːnɪç,"[True, False]","[True, False]"
745,TD PL-II C14,P4Y7M0DT0H0M0S,Glas,ˈɡlaːs,ˈɡlaːs,[True],[True]
746,TD PL-II C14,P4Y7M0DT0H0M0S,Auto,ˈaʊtoː,ˈaʊtoː,"[True, False]","[True, False]"
747,TD PL-II C14,P4Y7M0DT0H0M0S,kaputt,kaˈpʊt,kaˈpʊt,"[False, True]","[False, True]"
748,TD PL-II C14,P4Y7M0DT0H0M0S,blau,ˈblaʊ,ˈblaʊ,[True],[True]
749,TD PL-II C14,P4Y7M0DT0H0M0S,Schwein,ˈʃvaɪn,ˈʃvaɪn,[True],[True]
750,TD PL-II C14,P4Y7M0DT0H0M0S,Sack,ˈzak,ˈzak,[True],[True]
751,TD PL-II C14,P4Y7M0DT0H0M0S,Pflaster,ˈp͡flastɐ,ˈp͡flastɐ,"[True, False]","[True, False]"
752,TD PL-II C14,P4Y7M0DT0H0M0S,Trecker,ˈtʁɛkɐ,ˈtʁɛkɐ,"[True, False]","[True, False]"
753,TD PL-II C14,P4Y7M0DT0H0M0S,Schrank,ˈʃʁaŋk,ˈʃʁaŋk,[True],[True]
754,TD PL-II C14,P4Y7M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
755,TD PL-II C14,P4Y7M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
756,TD PL-II C14,P4Y7M0DT0H0M0S,Schere,ˈʃeːʁə,ˈʃeːʁə,"[True, False]","[True, False]"
757,TD PL-II C14,P4Y7M0DT0H0M0S,Geschenk,ɡəˈʃɛŋk,ɡəˈʃɛŋk,"[False, True]","[False, True]"
758,TD PL-II C14,P4Y7M0DT0H0M0S,Fenster,ˈfɛnstɐ,ˈfɛnstɐ,"[True, False]","[True, False]"
759,TD PL-II C14,P4Y7M0DT0H0M0S,Brille,ˈbʁɪlə,ˈbʁɪlə,"[True, False]","[True, False]"
760,TD PL-II C14,P4Y7M0DT0H0M0S,Wurst,ˈvʊɐst,ˈvʊɐst,[True],[True]
761,TD PL-II C14,P4Y7M0DT0H0M0S,Gras,ˈɡʁaːs,ˈɡʁaːs,[True],[True]
762,TD PL-II C14,P4Y7M0DT0H0M0S,Schlange,ˈʃlaŋə,ˈʃlaŋə,"[True, False]","[True, False]"
763,TD PL-II C14,P4Y7M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
764,TD PL-II C14,P4Y7M0DT0H0M0S,Frosch,ˈfʁɔʃ,ˈfʁɔʃ,[True],[True]
765,TD PL-II C14,P4Y7M0DT0H0M0S,Zwerg,ˈʦvɛɐk,ˈʦvɛɐk,[True],[True]
766,TD PL-II C14,P4Y7M0DT0H0M0S,quak,ˈkvak,ˈkvak,[True],[True]
767,TD PL-II C14,P4Y7M0DT0H0M0S,Pferd,ˈp͡feːɐt,ˈp͡feːɐt,[True],[True]
768,TD PL-II C14,P4Y7M0DT0H0M0S,Gießkanne,ˈɡiːsˌkanə,ˈɡiːsˌkanə,"[True, False, False]","[True, False, False]"
769,TD PL-II C14,P4Y7M0DT0H0M0S,Wippe,ˈvɪpə,ˈvɪpə,"[True, False]","[True, False]"
770,TD PL-II C14,P4Y7M0DT0H0M0S,Kleid,ˈklaɪt,ˈklaɪt,[True],[True]
771,TD PL-II C14,P4Y7M0DT0H0M0S,Nuss,ˈnʊs,ˈnʊs,[True],[True]
772,TD PL-II C14,P4Y7M0DT0H0M0S,Giraffe,ɡiˈʁafə,ɡiˈʁafə,"[False, True, False]","[False, True, False]"
773,TD PL-II C14,P4Y7M0DT0H0M0S,Korb,ˈkɔɐp,ˈkɔɐp,[True],[True]
774,TD PL-II C14,P4Y7M0DT0H0M0S,Schlüssel,ˈʃlʏsəl,ˈʃlʏsəl,[True],[True]
775,TD PL-II C14,P4Y7M0DT0H0M0S,Dusche,ˈduːʃə,ˈduːʃə,"[True, False]","[True, False]"
776,TD PL-II C14,P4Y7M0DT0H0M0S,Gitarre,ɡiˈtaʁə,ɡiˈtaʁə,"[False, True, False]","[False, True, False]"
777,TD PL-II C10,P2Y3M0DT0H0M0S,Tasche,ˈtaʃə,ˈtasə,"[True, False]","[True, False]"
778,TD PL-II C10,P2Y3M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡaːbə,"[True, False]","[True, False]"
779,TD PL-II C10,P2Y3M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
780,TD PL-II C10,P2Y3M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
781,TD PL-II C10,P2Y3M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
782,TD PL-II C10,P2Y3M0DT0H0M0S,Lampe,ˈlampə,ˈlampə,"[True, False]","[True, False]"
783,TD PL-II C10,P2Y3M0DT0H0M0S,Lampe,ˈlampə,ˈlampə,"[True, False]","[True, False]"
784,TD PL-II C10,P2Y3M0DT0H0M0S,Licht,ˈlɪçt,ˈlɪs,[True],[True]
785,TD PL-II C10,P2Y3M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈstuə,[True],[True]
786,TD PL-II C10,P2Y3M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pʊlˈoːvɐ,"[False, True, False]","[False, True, False]"
787,TD PL-II C10,P2Y3M0DT0H0M0S,Sonne,ˈzɔnə,ˈzɔnə,"[True, False]","[True, False]"
788,TD PL-II C10,P2Y3M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
789,TD PL-II C10,P2Y3M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
790,TD PL-II C10,P2Y3M0DT0H0M0S,rot,ˈʁoːt,ˈʁoːt,[True],[True]
791,TD PL-II C10,P2Y3M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊs,[True],[True]
792,TD PL-II C10,P2Y3M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
793,TD PL-II C10,P2Y3M0DT0H0M0S,Junge,ˈjʊŋə,ˈunja,"[True, False]","[True, False]"
794,TD PL-II C10,P2Y3M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈspɪnə,"[True, False]","[True, False]"
795,TD PL-II C10,P2Y3M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
796,TD PL-II C10,P2Y3M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
797,TD PL-II C10,P2Y3M0DT0H0M0S,Tasse,ˈtasə,ˈtasə,"[True, False]","[True, False]"
798,TD PL-II C10,P2Y3M0DT0H0M0S,Bett,ˈbɛt,ˈbɛ,[True],[True]
799,TD PL-II C10,P2Y3M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔmə,"[True, False]","[True, False]"
801,TD PL-II C10,P2Y3M0DT0H0M0S,Löwe,ˈløːvə,ˈløːvə,"[True, False]","[True, False]"
802,TD PL-II C10,P2Y3M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
803,TD PL-II C10,P2Y3M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
804,TD PL-II C10,P2Y3M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈsnɛkə,"[True, False]","[True, False]"
805,TD PL-II C10,P2Y3M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʧəˈtʁonə,"[False, True, False]","[False, True, False]"
806,TD PL-II C10,P2Y3M0DT0H0M0S,Nest,ˈnɛst,ˈfoɡənɛʧ,[True],"[True, False, False]"
807,TD PL-II C10,P2Y3M0DT0H0M0S,Nest,ˈnɛst,ˈkofəlnɛt,[True],"[True, False, False]"
808,TD PL-II C10,P2Y3M0DT0H0M0S,Nest,ˈnɛst,ˈsnɛst,[True],[True]
809,TD PL-II C10,P2Y3M0DT0H0M0S,Nest,ˈnɛst,ˈʃnɛs,[True],[True]
810,TD PL-II C10,P2Y3M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtsə,"[True, False]","[True, False]"
811,TD PL-II C10,P2Y3M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛsɐ,"[True, False]","[True, False]"
812,TD PL-II C10,P2Y3M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfɪntɐ,"[True, False]","[True, False]"
813,TD PL-II C10,P2Y3M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
814,TD PL-II C10,P2Y3M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
815,TD PL-II C10,P2Y3M0DT0H0M0S,Baum,ˈbaʊm,ˈbaʊm,[True],[True]
816,TD PL-II C10,P2Y3M0DT0H0M0S,Zebra,ˈʦeːbʁaː,ˈʦeːbʁaː,"[True, False]","[True, False]"
817,TD PL-II C10,P2Y3M0DT0H0M0S,Fisch,ˈfɪʃ,ˈfɪs,[True],[True]
818,TD PL-II C10,P2Y3M0DT0H0M0S,Knöpfe,ˈknœp͡fə,ˈtnœp͡fə,"[True, False]","[True, False]"
819,TD PL-II C10,P2Y3M0DT0H0M0S,drei,ˈdʁaɪ,ˈdʁaɪ,[True],[True]
820,TD PL-II C10,P2Y3M0DT0H0M0S,Milch,ˈmɪlç,ˈmɪls,[True],[True]
821,TD PL-II C10,P2Y3M0DT0H0M0S,Polizei,poliˈʦaɪ,poliˈsaɪ,"[False, False, True]","[False, False, True]"
822,TD PL-II C10,P2Y3M0DT0H0M0S,Krokodil,kʁokoˈdiːl,kʁokəˈdil,"[False, False, True]","[False, False, True]"
823,TD PL-II C10,P2Y3M0DT0H0M0S,Flasche,ˈflaʃə,ˈflasə,"[True, False]","[True, False]"
824,TD PL-II C10,P2Y3M0DT0H0M0S,Flasche,ˈflaʃə,ˈtrinkfləsə,"[True, False]","[True, False, False]"
825,TD PL-II C10,P2Y3M0DT0H0M0S,Flasche,ˈflaʃə,ˈʃlasə,"[True, False]","[True, False]"
826,TD PL-II C10,P2Y3M0DT0H0M0S,grün,ˈɡʁyːn,ˈɡʁyːn,[True],[True]
827,TD PL-II C10,P2Y3M0DT0H0M0S,Elefant,eleˈfant,əleˈfant,"[False, False, True]","[False, False, True]"
828,TD PL-II C10,P2Y3M0DT0H0M0S,Elefant,eleˈfant,əleˈfant,"[False, False, True]","[False, False, True]"
829,TD PL-II C10,P2Y3M0DT0H0M0S,Blume,ˈbluːmə,ˈbluːmə,"[True, False]","[True, False]"
830,TD PL-II C10,P2Y3M0DT0H0M0S,Gespenst,ɡəˈʃpɛnst,əˈfɛnst,"[False, True]","[False, True]"
831,TD PL-II C10,P2Y3M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁakət,"[True, False]","[True, False]"
832,TD PL-II C10,P2Y3M0DT0H0M0S,Drache,ˈdʁaxə,ˈdʁaxən,"[True, False]","[True, False]"
833,TD PL-II C10,P2Y3M0DT0H0M0S,Banane,baˈnaːnə,baˈnaːnə,"[False, True, False]","[False, True, False]"
834,TD PL-II C10,P2Y3M0DT0H0M0S,gelb,ˈɡɛlp,ˈɡɛlp,[True],[True]
835,TD PL-II C10,P2Y3M0DT0H0M0S,Bagger,ˈbaɡɐ,ˈbaɡɐ,"[True, False]","[True, False]"
836,TD PL-II C10,P2Y3M0DT0H0M0S,Geburtstag,ɡəˈbʊɐʦtaːk,dəˈbʊɐʦtak,"[False, True, False]","[False, True, False]"
837,TD PL-II C10,P2Y3M0DT0H0M0S,Jacke,ˈjakə,ˈjakə,"[True, False]","[True, False]"
839,TD PL-II C10,P2Y3M0DT0H0M0S,Ring,ˈʁɪŋ,ˈʁɪŋk,[True],[True]
840,TD PL-II C10,P2Y3M0DT0H0M0S,Schmetterling,ˈʃmɛtɐlɪŋ,ˈmɛtɐʃlɪŋk,"[True, False, False]","[True, False, False]"
841,TD PL-II C10,P2Y3M0DT0H0M0S,Bild,ˈbɪlt,ˈbɪlt,[True],[True]
842,TD PL-II C10,P2Y3M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈtʁambobli,"[True, False, False]","[True, False, False]"
843,TD PL-II C10,P2Y3M0DT0H0M0S,Roller,ˈʁɔlɐ,ˈʁɔlɐ,"[True, False]","[True, False]"
844,TD PL-II C10,P2Y3M0DT0H0M0S,Bank,ˈbaŋk,ˈbak,[True],[True]
845,TD PL-II C10,P2Y3M0DT0H0M0S,Trampolin,ˈtʁampoliːn,ˈtʁampoli,"[True, False, False]","[True, False, False]"
846,TD PL-II C10,P2Y3M0DT0H0M0S,Buch,ˈbuːx,ˈbɪldɐbuːx,[True],"[True, False, False]"
847,TD PL-II C10,P2Y3M0DT0H0M0S,Spritze,ˈʃpʁɪʦə,ˈbʁɪʦə,"[True, False]","[True, False]"
848,TD PL-II C10,P2Y3M0DT0H0M0S,Jäger,ˈjɛːɡɐ,ˈjɛːɡɐ,"[True, False]","[True, False]"
849,TD PL-II C10,P2Y3M0DT0H0M0S,König,ˈkøːnɪç,ˈkøni,"[True, False]","[True, False]"
850,TD PL-II C10,P2Y3M0DT0H0M0S,König,ˈkøːnɪç,ˈkøːnɪç,"[True, False]","[True, False]"
851,TD PL-II C10,P2Y3M0DT0H0M0S,Schiff,ˈʃɪf,ˈʃɪf,[True],[True]
852,TD PL-II C10,P2Y3M0DT0H0M0S,Glas,ˈɡlaːs,ˈɡlaːs,[True],[True]
853,TD PL-II C10,P2Y3M0DT0H0M0S,kaputt,kaˈpʊt,paˈpʊt,"[False, True]","[False, True]"
854,TD PL-II C10,P2Y3M0DT0H0M0S,Auto,ˈaʊtoː,ˈaʊtoː,"[True, False]","[True, False]"
855,TD PL-II C10,P2Y3M0DT0H0M0S,blau,ˈblaʊ,ˈblaʊ,[True],[True]
856,TD PL-II C10,P2Y3M0DT0H0M0S,kaputt,kaˈpʊt,paˈpʊt,"[False, True]","[False, True]"
857,TD PL-II C10,P2Y3M0DT0H0M0S,Schwein,ˈʃvaɪn,ˈsvaɪn,[True],[True]
858,TD PL-II C10,P2Y3M0DT0H0M0S,Sack,ˈzak,ˈzak,[True],[True]
859,TD PL-II C10,P2Y3M0DT0H0M0S,Trecker,ˈtʁɛkɐ,ˈtʁɛkɐ,"[True, False]","[True, False]"
860,TD PL-II C10,P2Y3M0DT0H0M0S,Trecker,ˈtʁɛkɐ,ˈtʁɛkɐ,"[True, False]","[True, False]"
861,TD PL-II C10,P2Y3M0DT0H0M0S,Pflaster,ˈp͡flastɐ,ˈp͡flastɐ,"[True, False]","[True, False]"
862,TD PL-II C10,P2Y3M0DT0H0M0S,Schrank,ˈʃʁaŋk,ˈsʁaŋk,[True],[True]
863,TD PL-II C10,P2Y3M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
864,TD PL-II C10,P2Y3M0DT0H0M0S,Zange,ˈʦaŋə,ˈʦaŋə,"[True, False]","[True, False]"
865,TD PL-II C10,P2Y3M0DT0H0M0S,Schere,ˈʃeːʁə,ˈheəʁə,"[True, False]","[True, False]"
866,TD PL-II C10,P2Y3M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
867,TD PL-II C10,P2Y3M0DT0H0M0S,Apfel,ˈap͡fəl,ˈap͡fəl,"[True, False]","[True, False]"
868,TD PL-II C10,P2Y3M0DT0H0M0S,Schere,ˈʃeːʁə,ˈʃeːʁə,"[True, False]","[True, False]"
869,TD PL-II C10,P2Y3M0DT0H0M0S,Brille,ˈbʁɪlə,ˈbʁɪlə,"[True, False]","[True, False]"
870,TD PL-II C10,P2Y3M0DT0H0M0S,Geschenk,ɡəˈʃɛŋk,ˈsɛŋk,"[False, True]",[True]
871,TD PL-II C10,P2Y3M0DT0H0M0S,Fenster,ˈfɛnstɐ,ˈsɛnstɐ,"[True, False]","[True, False]"
872,TD PL-II C10,P2Y3M0DT0H0M0S,Wurst,ˈvʊɐst,ˈbʊkvʊɐst,[True],"[True, False]"
873,TD PL-II C10,P2Y3M0DT0H0M0S,Gras,ˈɡʁaːs,ˈɡʁaːt,[True],[True]
874,TD PL-II C10,P2Y3M0DT0H0M0S,Schlange,ˈʃlaŋə,ˈʃlaŋ,"[True, False]",[True]
875,TD PL-II C10,P2Y3M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
876,TD PL-II C10,P2Y3M0DT0H0M0S,Hexe,ˈhɛksə,ˈhɛksə,"[True, False]","[True, False]"
877,TD PL-II C10,P2Y3M0DT0H0M0S,Frosch,ˈfʁɔʃ,ˈfʁɔʃ,[True],[True]
878,TD PL-II C10,P2Y3M0DT0H0M0S,quak,ˈkvak,ˈkvak,[True],[True]
879,TD PL-II C10,P2Y3M0DT0H0M0S,quak,ˈkvak,ˈkvak,[True],[True]
880,TD PL-II C10,P2Y3M0DT0H0M0S,quak,ˈkvak,ˈvaːk,[True],[True]
881,TD PL-II C10,P2Y3M0DT0H0M0S,Zwerg,ˈʦvɛɐk,ˈʦvɛɐk,[True],[True]
882,TD PL-II C10,P2Y3M0DT0H0M0S,Wippe,ˈvɪpə,ˈvɪp,"[True, False]",[True]
883,TD PL-II C10,P2Y3M0DT0H0M0S,Gießkanne,ˈɡiːsˌkanə,ˈɡiːsˌkanə,"[True, False, False]","[True, False, False]"
884,TD PL-II C10,P2Y3M0DT0H0M0S,Pferd,ˈp͡feːɐt,ˈp͡feːɐt,[True],[True]
885,TD PL-II C10,P2Y3M0DT0H0M0S,Kleid,ˈklaɪt,ˈklaɪt,[True],[True]
886,TD PL-II C10,P2Y3M0DT0H0M0S,Nuss,ˈnʊs,ˈʃnʊs,[True],[True]
887,TD PL-II C10,P2Y3M0DT0H0M0S,Giraffe,ɡiˈʁafə,ɡiˈʁafə,"[False, True, False]","[False, True, False]"
888,TD PL-II C10,P2Y3M0DT0H0M0S,Korb,ˈkɔɐp,ˈkɔɐp,[True],[True]
889,TD PL-II C10,P2Y3M0DT0H0M0S,Schlüssel,ˈʃlʏsəl,ˈʃlʏsəl,[True],[True]
890,TD PL-II C10,P2Y3M0DT0H0M0S,Dusche,ˈduːʃə,ˈduːzə,"[True, False]","[True, False]"
891,TD PL-II C10,P2Y3M0DT0H0M0S,Gitarre,ɡiˈtaʁə,diˈʁətə,"[False, True, False]","[False, True, False]"
892,TD PL-II C10,P2Y3M0DT0H0M0S,Gitarre,ɡiˈtaʁə,ɡiˈtaʁəʁə,"[False, True, False]","[False, True, False, False]"
893,TD PL-II C22,P8Y4M0DT0H0M0S,Tasche,ˈtaʃə,ˈtaʃə,"[True, False]","[True, False]"
894,TD PL-II C22,P8Y4M0DT0H0M0S,Gabel,ˈɡaːbəl,ˈɡabəl,"[True, False]","[True, False]"
895,TD PL-II C22,P8Y4M0DT0H0M0S,Hund,ˈhʊnt,ˈhʊnt,[True],[True]
896,TD PL-II C22,P8Y4M0DT0H0M0S,Topf,ˈtɔp͡f,ˈtɔp͡f,[True],[True]
897,TD PL-II C22,P8Y4M0DT0H0M0S,Lampe,ˈlampə,ˈlampə,"[True, False]","[True, False]"
898,TD PL-II C22,P8Y4M0DT0H0M0S,Vogel,ˈfoːɡəl,ˈfoːɡəl,"[True, False]","[True, False]"
899,TD PL-II C22,P8Y4M0DT0H0M0S,Licht,ˈlɪçt,ˈlɪçt,[True],[True]
900,TD PL-II C22,P8Y4M0DT0H0M0S,Sonne,ˈzɔnə,ˈθɔnə,"[True, False]","[True, False]"
901,TD PL-II C22,P8Y4M0DT0H0M0S,Pullover,pʊlˈoːvɐ,pʊlˈoːvɐ,"[False, True, False]","[False, True, False]"
902,TD PL-II C22,P8Y4M0DT0H0M0S,Stuhl,ˈʃtuːl,ˈʃtuːl,[True],[True]
903,TD PL-II C22,P8Y4M0DT0H0M0S,Marienkäfer,maˈʁiːŋˌkɛːfɐ,maˈʁiːŋˌkɛːfɐ,"[False, True, False, False]","[False, True, False, False]"
904,TD PL-II C22,P8Y4M0DT0H0M0S,Taucher,ˈtaʊxɐ,ˈtaʊxɐ,"[True, False]","[True, False]"
905,TD PL-II C22,P8Y4M0DT0H0M0S,Haus,ˈhaʊs,ˈhaʊθ,[True],[True]
906,TD PL-II C22,P8Y4M0DT0H0M0S,rot,ˈʁoːt,ˈʁoːt,[True],[True]
907,TD PL-II C22,P8Y4M0DT0H0M0S,Junge,ˈjʊŋə,ˈjʊŋə,"[True, False]","[True, False]"
908,TD PL-II C22,P8Y4M0DT0H0M0S,Telefon,ˈtelefoːn,ˈtelefoːn,"[True, False, False]","[True, False, False]"
909,TD PL-II C22,P8Y4M0DT0H0M0S,Spinne,ˈʃpɪnə,ˈʃpɪnə,"[True, False]","[True, False]"
910,TD PL-II C22,P8Y4M0DT0H0M0S,Hase,ˈhaːzə,ˈhaːzə,"[True, False]","[True, False]"
911,TD PL-II C22,P8Y4M0DT0H0M0S,Katze,ˈkaʦə,ˈkaʦə,"[True, False]","[True, False]"
912,TD PL-II C22,P8Y4M0DT0H0M0S,Tasse,ˈtasə,ˈtasə,"[True, False]","[True, False]"
914,TD PL-II C22,P8Y4M0DT0H0M0S,Bett,ˈbɛt,ˈbɛt,[True],[True]
915,TD PL-II C22,P8Y4M0DT0H0M0S,Trommel,ˈtʁɔməl,ˈtʁɔməl,"[True, False]","[True, False]"
916,TD PL-II C22,P8Y4M0DT0H0M0S,Löwe,ˈløːvə,ˈløːvə,"[True, False]","[True, False]"
917,TD PL-II C22,P8Y4M0DT0H0M0S,Teller,ˈtɛlɐ,ˈtɛlɐ,"[True, False]","[True, False]"
918,TD PL-II C22,P8Y4M0DT0H0M0S,Motorrad,moˈtoːˌʁaːt,moˈtoːˌʁaːt,"[False, True, False]","[False, True, False]"
919,TD PL-II C22,P8Y4M0DT0H0M0S,Schnecke,ˈʃnɛkə,ˈʃnɛkə,"[True, False]","[True, False]"
920,TD PL-II C22,P8Y4M0DT0H0M0S,Zitrone,ʦiˈtʁoːnə,ʦiˈtʁoːnə,"[False, True, False]","[False, True, False]"
921,TD PL-II C22,P8Y4M0DT0H0M0S,Nest,ˈnɛst,ˈnɛst,[True],[True]
922,TD PL-II C22,P8Y4M0DT0H0M0S,Rutsche,ˈʁʊtʃə,ˈʁʊtʃə,"[True, False]","[True, False]"
923,TD PL-II C22,P8Y4M0DT0H0M0S,Becher,ˈbɛçɐ,ˈbɛçɐ,"[True, False]","[True, False]"
924,TD PL-II C22,P8Y4M0DT0H0M0S,Feder,ˈfeːdɐ,ˈfeːdɐ,"[True, False]","[True, False]"
925,TD PL-II C22,P8Y4M0DT0H0M0S,Brief,ˈbʁiːf,ˈbʁiːf,[True],[True]
